"No.","Time","Source","Destination","Protocol","Length","Info","src port","dest port","hard src addr","hard dest addr","UTC time","The RTT to ACK the segment was"
"23184","62.328130","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=118/30208, ttl=128 (reply in 23200)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:06.272822",""
"23200","62.712478","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=118/30208, ttl=254 (request in 23184)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:06.657170",""
"23215","63.341033","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=119/30464, ttl=128 (reply in 23233)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:07.285725",""
"23233","63.477985","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=119/30464, ttl=254 (request in 23215)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:07.422677",""
"23481","64.353962","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=120/30720, ttl=128 (reply in 23491)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:08.298654",""
"23491","64.439788","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=120/30720, ttl=254 (request in 23481)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:08.384480",""
"24276","65.369558","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=121/30976, ttl=128 (reply in 24293)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:09.314250",""
"24293","65.395348","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=121/30976, ttl=254 (request in 24276)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:09.340040",""
"25453","66.381795","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=122/31232, ttl=128 (reply in 25487)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:10.326487",""
"25487","66.389159","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=122/31232, ttl=254 (request in 25453)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:10.333851",""
"26763","67.393427","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=123/31488, ttl=128 (reply in 26795)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:11.338119",""
"26795","67.415505","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=123/31488, ttl=254 (request in 26763)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:11.360197",""
"27896","68.405018","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=124/31744, ttl=128 (reply in 27924)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:12.349710",""
"27924","68.451479","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=124/31744, ttl=254 (request in 27896)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:12.396171",""
"28300","69.418379","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=125/32000, ttl=128 (reply in 28314)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:13.363071",""
"28314","69.475446","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=125/32000, ttl=254 (request in 28300)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:13.420138",""
"29179","70.434007","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=126/32256, ttl=128 (reply in 29201)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:14.378699",""
"29201","70.450938","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=126/32256, ttl=254 (request in 29179)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:14.395630",""
"30373","71.446281","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=127/32512, ttl=128 (reply in 30392)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:15.390973",""
"30392","71.463822","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=127/32512, ttl=254 (request in 30373)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:15.408514",""
"30531","72.461158","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=128/32768, ttl=128 (reply in 30534)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:16.405850",""
"30534","72.488585","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=128/32768, ttl=254 (request in 30531)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:16.433277",""
"30950","73.475037","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=129/33024, ttl=128 (reply in 31082)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:17.419729",""
"31082","73.725743","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=129/33024, ttl=254 (request in 30950)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:17.670435",""
"31552","74.483600","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=130/33280, ttl=128 (reply in 31553)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:18.428292",""
"31553","74.487593","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=130/33280, ttl=254 (request in 31552)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:18.432285",""
"31578","75.496053","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=131/33536, ttl=128 (reply in 31579)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:19.440745",""
"31579","75.499318","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=131/33536, ttl=254 (request in 31578)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:19.444010",""
"31581","76.510309","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=132/33792, ttl=128 (reply in 31582)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:20.455001",""
"31582","76.625768","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=132/33792, ttl=254 (request in 31581)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:20.570460",""
"31584","77.525947","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=133/34048, ttl=128 (reply in 31585)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:21.470639",""
"31585","77.551482","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=133/34048, ttl=254 (request in 31584)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:21.496174",""
"31586","78.540027","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=134/34304, ttl=128 (reply in 31587)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:22.484719",""
"31587","78.595183","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=134/34304, ttl=254 (request in 31586)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:22.539875",""
"31597","79.551490","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=135/34560, ttl=128 (reply in 31598)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:23.496182",""
"31598","79.555248","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=135/34560, ttl=254 (request in 31597)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:23.499940",""
"31600","80.565056","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=136/34816, ttl=128 (reply in 31601)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:24.509748",""
"31601","80.589727","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=136/34816, ttl=254 (request in 31600)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:24.534419",""
"31603","81.582356","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=137/35072, ttl=128 (reply in 31605)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:25.527048",""
"31605","81.639635","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=137/35072, ttl=254 (request in 31603)","","","RuckusWirele_51:cf:81","ChongqingFug_3f:bf:53","01:27:25.584327",""
"31607","82.595919","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=138/35328, ttl=128 (reply in 31608)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:26.540611",""
"31608","82.608621","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=138/35328, ttl=254 (request in 31607)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:26.553313",""
"31611","83.611560","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=139/35584, ttl=128 (reply in 31612)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:27.556252",""
"31612","83.616733","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=139/35584, ttl=254 (request in 31611)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:27.561425",""
"31617","84.626366","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=140/35840, ttl=128 (reply in 31618)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:28.571058",""
"31618","84.630157","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=140/35840, ttl=254 (request in 31617)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:28.574849",""
"31624","85.639893","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=141/36096, ttl=128 (reply in 31625)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:29.584585",""
"31625","85.645689","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=141/36096, ttl=254 (request in 31624)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:29.590381",""
"31629","86.654756","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=142/36352, ttl=128 (reply in 31630)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:30.599448",""
"31630","86.720744","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=142/36352, ttl=254 (request in 31629)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:30.665436",""
"31634","87.673775","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=143/36608, ttl=128 (reply in 31635)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:31.618467",""
"31635","87.677134","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=143/36608, ttl=254 (request in 31634)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:31.621826",""
"31672","88.689398","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=144/36864, ttl=128 (reply in 31673)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:32.634090",""
"31673","88.747635","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=144/36864, ttl=254 (request in 31672)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:32.692327",""
"31742","89.701702","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=145/37120, ttl=128 (reply in 31743)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:33.646394",""
"31743","89.717718","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=145/37120, ttl=254 (request in 31742)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:33.662410",""
"32131","90.716205","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=146/37376, ttl=128 (reply in 32137)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:34.660897",""
"32137","90.721100","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=146/37376, ttl=254 (request in 32131)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:34.665792",""
"32295","91.739855","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=147/37632, ttl=128 (reply in 32296)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:35.684547",""
"32296","91.742675","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=147/37632, ttl=254 (request in 32295)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:35.687367",""
"32313","92.748887","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=148/37888, ttl=128 (reply in 32314)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:36.693579",""
"32314","92.765451","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=148/37888, ttl=254 (request in 32313)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:36.710143",""
"32424","93.759341","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=149/38144, ttl=128 (reply in 32425)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:37.704033",""
"32425","93.763832","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=149/38144, ttl=254 (request in 32424)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:37.708524",""
"32436","94.771783","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=150/38400, ttl=128 (reply in 32437)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:38.716475",""
"32437","94.781564","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=150/38400, ttl=254 (request in 32436)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:38.726256",""
"32445","95.780238","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=151/38656, ttl=128 (reply in 32446)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:39.724930",""
"32446","95.784414","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=151/38656, ttl=254 (request in 32445)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:39.729106",""
"32500","96.794491","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=152/38912, ttl=128 (reply in 32501)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:40.739183",""
"32501","96.852612","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=152/38912, ttl=254 (request in 32500)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:40.797304",""
"32503","97.810048","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=153/39168, ttl=128 (reply in 32505)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:41.754740",""
"32505","97.862815","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=153/39168, ttl=254 (request in 32503)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:41.807507",""
"32508","98.824934","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=154/39424, ttl=128 (reply in 32509)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:42.769626",""
"32509","98.899233","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=154/39424, ttl=254 (request in 32508)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:42.843925",""
"32511","99.837474","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=155/39680, ttl=128 (reply in 32512)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:43.782166",""
"32512","99.873645","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=155/39680, ttl=254 (request in 32511)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:43.818337",""
"32514","100.851591","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=156/39936, ttl=128 (reply in 32515)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:44.796283",""
"32515","100.873253","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=156/39936, ttl=254 (request in 32514)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:44.817945",""
"32520","101.864413","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=157/40192, ttl=128 (reply in 32521)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:45.809105",""
"32521","101.876699","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=157/40192, ttl=254 (request in 32520)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:45.821391",""
"32522","102.880063","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=158/40448, ttl=128 (reply in 32523)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:46.824755",""
"32523","102.889347","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=158/40448, ttl=254 (request in 32522)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:46.834039",""
"32539","103.886903","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=159/40704, ttl=128 (reply in 32540)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:47.831595",""
"32540","103.889533","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=159/40704, ttl=254 (request in 32539)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:47.834225",""
"32547","104.899148","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=160/40960, ttl=128 (reply in 32548)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:48.843840",""
"32548","104.987533","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=160/40960, ttl=254 (request in 32547)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:48.932225",""
"32552","105.911393","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=161/41216, ttl=128 (reply in 32553)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:49.856085",""
"32553","105.914598","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=161/41216, ttl=254 (request in 32552)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:49.859290",""
"32575","106.928194","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=162/41472, ttl=128 (reply in 32576)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:50.872886",""
"32576","106.965397","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=162/41472, ttl=254 (request in 32575)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:50.910089",""
"32659","107.939681","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=163/41728, ttl=128 (reply in 32660)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:51.884373",""
"32660","107.947686","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=163/41728, ttl=254 (request in 32659)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:51.892378",""
"32664","108.954024","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=164/41984, ttl=128 (reply in 32665)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:52.898716",""
"32665","108.960369","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=164/41984, ttl=254 (request in 32664)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:52.905061",""
"32686","109.970573","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=165/42240, ttl=128 (reply in 32687)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:53.915265",""
"32687","109.973357","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=165/42240, ttl=254 (request in 32686)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:53.918049",""
"32689","110.997782","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=166/42496, ttl=128 (reply in 32690)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:54.942474",""
"32690","111.023548","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=166/42496, ttl=254 (request in 32689)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:54.968240",""
"32693","112.021754","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=167/42752, ttl=128 (reply in 32694)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:55.966446",""
"32694","112.045694","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=167/42752, ttl=254 (request in 32693)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:55.990386",""
"32697","113.046630","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=168/43008, ttl=128 (reply in 32698)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:56.991322",""
"32698","113.067474","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=168/43008, ttl=254 (request in 32697)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:57.012166",""
"32699","114.069471","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=169/43264, ttl=128 (reply in 32700)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:58.014163",""
"32700","114.081299","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=169/43264, ttl=254 (request in 32699)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:58.025991",""
"32701","115.091695","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=170/43520, ttl=128 (reply in 32702)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:59.036387",""
"32702","115.100136","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=170/43520, ttl=254 (request in 32701)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:59.044828",""
"32704","116.114940","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=171/43776, ttl=128 (reply in 32706)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:00.059632",""
"32706","116.124237","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=171/43776, ttl=254 (request in 32704)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:00.068929",""
"32711","117.135567","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=172/44032, ttl=128 (reply in 32712)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:01.080259",""
"32712","117.237792","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=172/44032, ttl=254 (request in 32711)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:01.182484",""
"32714","118.152690","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=173/44288, ttl=128 (reply in 32715)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:02.097382",""
"32715","118.155625","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=173/44288, ttl=254 (request in 32714)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:02.100317",""
"32721","119.175497","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=174/44544, ttl=128 (reply in 32722)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:03.120189",""
"32722","119.183973","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=174/44544, ttl=254 (request in 32721)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:03.128665",""
"32724","120.200945","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=175/44800, ttl=128 (reply in 32725)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:04.145637",""
"32725","120.208557","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=175/44800, ttl=254 (request in 32724)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:04.153249",""
"32726","121.226246","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=176/45056, ttl=128 (reply in 32727)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:05.170938",""
"32727","121.253170","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=176/45056, ttl=254 (request in 32726)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:05.197862",""
"32732","122.256374","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=177/45312, ttl=128 (reply in 32733)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:06.201066",""
"32733","122.336725","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=177/45312, ttl=254 (request in 32732)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:06.281417",""
"32734","123.275705","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=178/45568, ttl=128 (reply in 32735)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:07.220397",""
"32735","123.363576","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=178/45568, ttl=254 (request in 32734)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:07.308268",""
